,age,class_of_worker,education,marital_stat,major_occupation_code,race,sex,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,detailed_household_summary_in_household,num_persons_worked_for_employer,country_of_birth_self,citizenship,own_business_or_self_employed,weeks_worked_in_year,target
2097,69, Not in universe, 1st 2nd 3rd or 4th grade, Married-civilian spouse present, Not in universe, White, Female,0, Nonfiler, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2098,3, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2099,0, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2100,31, Private, High school graduate, Separated, Sales, White, Female,0, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,0,52, - 50000.
2101,19, Not in universe, High school graduate, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child 18 or older,0, United-States, Native- Born in the United States,0,0, - 50000.
2102,46, Private, 7th and 8th grade, Separated, Other service, White, Female,0, Head of household, Not in universe, Householder,4, Mexico, Foreign born- Not a citizen of U S ,0,52, - 50000.
2103,5, Not in universe, Children, Never married, Not in universe, Black, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2104,7, Not in universe, Children, Never married, Not in universe, Black, Male,0, Nonfiler, Not in universe, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2105,31, Private, High school graduate, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,4, United-States, Native- Born in the United States,0,52, - 50000.
2106,30, Private, Some college but no degree, Married-civilian spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,1, United-States, Native- Born in the United States,2,50, - 50000.
2107,35, Private, High school graduate, Married-civilian spouse present, Handlers equip cleaners etc , White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
2108,24, Private, Some college but no degree, Married-civilian spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,3, Mexico, Foreign born- Not a citizen of U S ,2,52, - 50000.
2109,63, Not in universe, Associates degree-academic program, Married-civilian spouse present, Not in universe, White, Female,300, Joint one under 65 & one 65+, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2110,47, Private, High school graduate, Divorced, Precision production craft & repair, White, Male,0, Single, Not in universe, Child 18 or older,3, United-States, Native- Born in the United States,0,52, - 50000.
2111,65, Not in universe, Some college but no degree, Married-civilian spouse present, Not in universe, White, Male,0, Joint one under 65 & one 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2112,21, Private, High school graduate, Never married, Handlers equip cleaners etc , White, Male,0, Single, Not in universe, Child 18 or older,6, United-States, Native- Born in the United States,0,52, - 50000.
2113,21, Not in universe, 9th grade, Married-civilian spouse present, Not in universe, Other, Female,0, Joint both under 65, Not in universe, Householder,0, Mexico, Foreign born- Not a citizen of U S ,0,0, - 50000.
2114,72, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,0, Joint both 65+, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2115,36, Private, High school graduate, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,8, - 50000.
2116,48, Private, High school graduate, Married-civilian spouse present, Precision production craft & repair, Black, Female,0, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,10, - 50000.
2117,4, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Northeast, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2118,2, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2119,38, State government, Prof school degree (MD DDS DVM LLB JD), Married-civilian spouse present, Professional specialty, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
2120,27, Private, High school graduate, Married-civilian spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,2,52, - 50000.
2121,12, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2122,79, Not in universe, Bachelors degree(BA AB BS), Married-civilian spouse present, Not in universe, White, Male,7500, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2123,90, Private, Prof school degree (MD DDS DVM LLB JD), Married-civilian spouse present, Professional specialty, White, Male,0, Joint both 65+, Not in universe, Householder,2, United-States, Native- Born in the United States,0,52, 50000+.
2124,1, Not in universe, Children, Never married, Not in universe, Black, Male,0, Nonfiler, Not in universe, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2125,38, Local government, Some college but no degree, Married-civilian spouse present, Adm support including clerical, White, Male,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,39, - 50000.
2126,10, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2127,10, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2128,24, Private, High school graduate, Never married, Precision production craft & repair, Other, Male,0, Single, Not in universe, Householder,2, United-States, Native- Born in the United States,0,45, - 50000.
2129,47, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Executive admin and managerial, Asian or Pacific Islander, Male,1409, Joint both under 65, Not in universe, Householder,3, India, Foreign born- U S citizen by naturalization,0,52, 50000+.
2130,72, Not in universe, 11th grade, Married-civilian spouse present, Not in universe, White, Male,0, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
2131,17, Not in universe, 12th grade no diploma, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2132,43, Self-employed-not incorporated, Masters degree(MA MS MEng MEd MSW MBA), Divorced, Executive admin and managerial, White, Female,150, Head of household, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, 50000+.
2133,15, Not in universe, 7th and 8th grade, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2134,18, Not in universe, 5th or 6th grade, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child 18 or older,0, United-States, Native- Born in the United States,0,0, - 50000.
2135,15, Not in universe, 7th and 8th grade, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
2136,18, Private, High school graduate, Never married, Machine operators assmblrs & inspctrs, White, Male,0, Single, Midwest, Nonrelative of householder,6, United-States, Native- Born in the United States,2,42, - 50000.
2137,73, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Male,0, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
